source	target
http://www.ncbi.nlm.nih.gov/pubmed/10190914	goldmann da
http://www.ncbi.nlm.nih.gov/pubmed/10190914	gore ej
http://www.ncbi.nlm.nih.gov/pubmed/10190914	Harvard University
http://www.ncbi.nlm.nih.gov/pubmed/10190914	hilman bc
http://www.ncbi.nlm.nih.gov/pubmed/10190914	Louisiana State Univ
http://www.ncbi.nlm.nih.gov/pubmed/10190914	"Louisiana State Univ, Med Ctr, Dept Pediat, Shreveport, LA USA"
http://www.ncbi.nlm.nih.gov/pubmed/10190914	Louisiana State University
http://www.ncbi.nlm.nih.gov/pubmed/10190914	Louisiana State University System
http://www.ncbi.nlm.nih.gov/pubmed/10190914	marks mi
http://www.ncbi.nlm.nih.gov/pubmed/10190914	Miller Childrens Long Beach Mem
http://www.ncbi.nlm.nih.gov/pubmed/10190914	"Miller Childrens Long Beach Mem, Dept Pediat, Long Beach, CA USA"
http://www.ncbi.nlm.nih.gov/pubmed/10190914	moss rb
http://www.ncbi.nlm.nih.gov/pubmed/10190914	NIGMS NIH HHS
http://www.ncbi.nlm.nih.gov/pubmed/10190914	Rainbow Babies & Childrens Hosp
http://www.ncbi.nlm.nih.gov/pubmed/10190914	"Rainbow Babies & Childrens Hosp, Dept Pediat, Cleveland, Qld, Australia"
http://www.ncbi.nlm.nih.gov/pubmed/10190914	ramsey bw
http://www.ncbi.nlm.nih.gov/pubmed/10190914	redding gj
http://www.ncbi.nlm.nih.gov/pubmed/10190914	rubio tt
http://www.ncbi.nlm.nih.gov/pubmed/10190914	smith al
http://www.ncbi.nlm.nih.gov/pubmed/10190914	Univ Kentucky
http://www.ncbi.nlm.nih.gov/pubmed/10190914	"Univ Kentucky, Med Ctr, Dept Pediat, Lexington, KY USA"
http://www.ncbi.nlm.nih.gov/pubmed/10190914	Univ Missouri
http://www.ncbi.nlm.nih.gov/pubmed/10190914	"Univ Missouri, Dept Mol Microbiol & Immunol, Columbia, MO 65212 USA"
http://www.ncbi.nlm.nih.gov/pubmed/10190914	Univ Washington
http://www.ncbi.nlm.nih.gov/pubmed/10190914	"Univ Washington, Dept Psychol, Seattle, WA 98195 USA"
http://www.ncbi.nlm.nih.gov/pubmed/10190914	University of Kentucky
http://www.ncbi.nlm.nih.gov/pubmed/10190914	University of Missouri Columbia
http://www.ncbi.nlm.nih.gov/pubmed/10190914	University of Missouri System
http://www.ncbi.nlm.nih.gov/pubmed/10190914	University of Washington
http://www.ncbi.nlm.nih.gov/pubmed/10190914	University of Washington Seattle
http://www.ncbi.nlm.nih.gov/pubmed/10190914	williams-warren j
http://www.ncbi.nlm.nih.gov/pubmed/10190914	wilmott rw
http://www.ncbi.nlm.nih.gov/pubmed/10190914	wilson hd
http://www.ncbi.nlm.nih.gov/pubmed/10190914	yogev r
http://www.ncbi.nlm.nih.gov/pubmed/10191222	albers gm
http://www.ncbi.nlm.nih.gov/pubmed/10191222	burns jl
http://www.ncbi.nlm.nih.gov/pubmed/10191222	garber rl
http://www.ncbi.nlm.nih.gov/pubmed/10191222	montgomery ab
http://www.ncbi.nlm.nih.gov/pubmed/10191222	NCRR NIH HHS
http://www.ncbi.nlm.nih.gov/pubmed/10191222	NHLBI NIH HHS
http://www.ncbi.nlm.nih.gov/pubmed/10191222	NIDDK NIH HHS
http://www.ncbi.nlm.nih.gov/pubmed/10191222	otto kl
http://www.ncbi.nlm.nih.gov/pubmed/10191222	PathoGenesis Corp
http://www.ncbi.nlm.nih.gov/pubmed/10191222	"PathoGenesis Corp, Seattle, WA USA"
http://www.ncbi.nlm.nih.gov/pubmed/10191222	quan jm
http://www.ncbi.nlm.nih.gov/pubmed/10191222	ramsey bw
http://www.ncbi.nlm.nih.gov/pubmed/10191222	Saint Louis University
http://www.ncbi.nlm.nih.gov/pubmed/10191222	shawar rm
http://www.ncbi.nlm.nih.gov/pubmed/10191222	smith al
http://www.ncbi.nlm.nih.gov/pubmed/10191222	St Louis Univ
http://www.ncbi.nlm.nih.gov/pubmed/10191222	"St Louis Univ, Dept Pediat, St Louis, MO 63103 USA"
http://www.ncbi.nlm.nih.gov/pubmed/10191222	Univ Missouri
http://www.ncbi.nlm.nih.gov/pubmed/10191222	"Univ Missouri, Dept Mol Microbiol & Immunol, Columbia, MO USA"
http://www.ncbi.nlm.nih.gov/pubmed/10191222	Univ Washington
http://www.ncbi.nlm.nih.gov/pubmed/10191222	"Univ Washington, Childrens Hosp & Reg Med Ctr, Dept Pediat, Div Infect Dis, Seattle, WA 98105 USA"
http://www.ncbi.nlm.nih.gov/pubmed/10191222	"Univ Washington, Childrens Hosp & Reg Med Ctr, Dept Pediat, Div Pulm Med, Seattle, WA 98105 USA"
http://www.ncbi.nlm.nih.gov/pubmed/10191222	University of Missouri Columbia
http://www.ncbi.nlm.nih.gov/pubmed/10191222	University of Missouri System
http://www.ncbi.nlm.nih.gov/pubmed/10191222	University of Washington
http://www.ncbi.nlm.nih.gov/pubmed/10191222	University of Washington Seattle
http://www.ncbi.nlm.nih.gov/pubmed/10191222	van dalfsen jm
http://www.ncbi.nlm.nih.gov/pubmed/10200808	bowler sd
http://www.ncbi.nlm.nih.gov/pubmed/10200808	Mater Adult Hosp
http://www.ncbi.nlm.nih.gov/pubmed/10200808	"Mater Adult Hosp, Dept Resp Med, Brisbane, Qld, Australia"
http://www.ncbi.nlm.nih.gov/pubmed/10200808	mccormack jg
http://www.ncbi.nlm.nih.gov/pubmed/10200808	Univ Queensland
http://www.ncbi.nlm.nih.gov/pubmed/10200808	"Univ Queensland, Mater Adult Hosp, Dept Med, Brisbane, Qld, Australia"
http://www.ncbi.nlm.nih.gov/pubmed/10200808	University of Queensland
http://www.ncbi.nlm.nih.gov/pubmed/10200808	wolter jm
http://www.ncbi.nlm.nih.gov/pubmed/10205341	bell sc
http://www.ncbi.nlm.nih.gov/pubmed/10205341	bowerman ar
http://www.ncbi.nlm.nih.gov/pubmed/10205341	campbell ia
http://www.ncbi.nlm.nih.gov/pubmed/10205341	"Consultant Physician, Department of Thoracic Medicine, The Prince Charles Hospital, Rode Road, Chermside, Queensland 4032, Australia."
http://www.ncbi.nlm.nih.gov/pubmed/10205341	davies ca
http://www.ncbi.nlm.nih.gov/pubmed/10205341	elborn js
http://www.ncbi.nlm.nih.gov/pubmed/10205341	shale dj
http://www.ncbi.nlm.nih.gov/pubmed/10227372	laib a
http://www.ncbi.nlm.nih.gov/pubmed/10227372	ruegsegger p
http://www.ncbi.nlm.nih.gov/pubmed/10227372	Univ Zurich
http://www.ncbi.nlm.nih.gov/pubmed/10227372	"Univ Zurich, Inst Biomed Engn, CH-8044 Zurich, Switzerland"
http://www.ncbi.nlm.nih.gov/pubmed/10227372	University of Zurich
http://www.ncbi.nlm.nih.gov/pubmed/10325322	buret a
http://www.ncbi.nlm.nih.gov/pubmed/10325322	ceri h
http://www.ncbi.nlm.nih.gov/pubmed/10325322	morck d
http://www.ncbi.nlm.nih.gov/pubmed/10325322	olson me
http://www.ncbi.nlm.nih.gov/pubmed/10325322	read rr
http://www.ncbi.nlm.nih.gov/pubmed/10325322	stremick c
http://www.ncbi.nlm.nih.gov/pubmed/10325322	Univ Calgary
http://www.ncbi.nlm.nih.gov/pubmed/10325322	"Univ Calgary, Biofilm Res Grp, Calgary, AB T2N 1N4, Canada"
http://www.ncbi.nlm.nih.gov/pubmed/10325322	University of Calgary
http://www.ncbi.nlm.nih.gov/pubmed/10353524	schaad ub
http://www.ncbi.nlm.nih.gov/pubmed/10353524	Univ Basel
http://www.ncbi.nlm.nih.gov/pubmed/10353524	"Univ Basel, Childrens Hosp, Basel, Switzerland"
http://www.ncbi.nlm.nih.gov/pubmed/10353524	University of Basel
http://www.ncbi.nlm.nih.gov/pubmed/10368845	cantisani g
http://www.ncbi.nlm.nih.gov/pubmed/10368845	laihonen a
http://www.ncbi.nlm.nih.gov/pubmed/10368845	pearce d
http://www.ncbi.nlm.nih.gov/pubmed/10393594	Inhale Therapeut Syst
http://www.ncbi.nlm.nih.gov/pubmed/10393594	"Inhale Therapeut Syst, Med Affairs, San Carlos, CA 94070 USA"
http://www.ncbi.nlm.nih.gov/pubmed/10393594	McMaster Univ
http://www.ncbi.nlm.nih.gov/pubmed/10393594	"McMaster Univ, Fac Hlth Sci, Hamilton, ON L8N 4A6, Canada"
http://www.ncbi.nlm.nih.gov/pubmed/10393594	McMaster University
http://www.ncbi.nlm.nih.gov/pubmed/10393594	newhouse mt
http://www.ncbi.nlm.nih.gov/pubmed/10430726	lam m
http://www.ncbi.nlm.nih.gov/pubmed/10430726	o'donnell de
http://www.ncbi.nlm.nih.gov/pubmed/10430726	Queens Univ
http://www.ncbi.nlm.nih.gov/pubmed/10430726	"Queens Univ, Resp Invest Unit, Dept Epidemiol & Community Hlth, Kingston, ON, Canada"
http://www.ncbi.nlm.nih.gov/pubmed/10430726	"Queens Univ, Resp Invest Unit, Dept Med, Kingston, ON, Canada"
http://www.ncbi.nlm.nih.gov/pubmed/10430726	Queens University - Canada
http://www.ncbi.nlm.nih.gov/pubmed/10430726	webb ka
http://www.ncbi.nlm.nih.gov/pubmed/10433424	laib a
http://www.ncbi.nlm.nih.gov/pubmed/10433424	ruegsegger p
http://www.ncbi.nlm.nih.gov/pubmed/10433424	Swiss Fed Inst Technol
http://www.ncbi.nlm.nih.gov/pubmed/10433424	"Swiss Fed Inst Technol, ETH, CH-8044 Zurich, Switzerland"
http://www.ncbi.nlm.nih.gov/pubmed/10433424	Swiss Federal Institute of Technology Zurich
http://www.ncbi.nlm.nih.gov/pubmed/10433424	ulrich d
http://www.ncbi.nlm.nih.gov/pubmed/10433424	Univ Zurich
http://www.ncbi.nlm.nih.gov/pubmed/10433424	"Univ Zurich, Inst Biomed Engn, CH-8044 Zurich, Switzerland"
http://www.ncbi.nlm.nih.gov/pubmed/10433424	University of Zurich
http://www.ncbi.nlm.nih.gov/pubmed/10433424	van rietbergen b
http://www.ncbi.nlm.nih.gov/pubmed/10459902	alton ewfw
http://www.ncbi.nlm.nih.gov/pubmed/10459902	balfour r
http://www.ncbi.nlm.nih.gov/pubmed/10459902	browning j
http://www.ncbi.nlm.nih.gov/pubmed/10459902	chadwick sl
http://www.ncbi.nlm.nih.gov/pubmed/10459902	cheng sh
http://www.ncbi.nlm.nih.gov/pubmed/10459902	davies j
http://www.ncbi.nlm.nih.gov/pubmed/10459902	davies mg
http://www.ncbi.nlm.nih.gov/pubmed/10459902	"Department of Gene Therapy, Imperial College at National Heart and Lung Institute, London, UK. e.alton@ic.ac.uk"
http://www.ncbi.nlm.nih.gov/pubmed/10459902	durham sr
http://www.ncbi.nlm.nih.gov/pubmed/10459902	eastman sj
http://www.ncbi.nlm.nih.gov/pubmed/10459902	farley r
http://www.ncbi.nlm.nih.gov/pubmed/10459902	geddes dm
http://www.ncbi.nlm.nih.gov/pubmed/10459902	hodson me
http://www.ncbi.nlm.nih.gov/pubmed/10459902	jaffe a
http://www.ncbi.nlm.nih.gov/pubmed/10459902	jeffery pk
http://www.ncbi.nlm.nih.gov/pubmed/10459902	li d
http://www.ncbi.nlm.nih.gov/pubmed/10459902	meeker d
http://www.ncbi.nlm.nih.gov/pubmed/10459902	phillips j
http://www.ncbi.nlm.nih.gov/pubmed/10459902	scallan m
http://www.ncbi.nlm.nih.gov/pubmed/10459902	smith ae
http://www.ncbi.nlm.nih.gov/pubmed/10459902	smith sn
http://www.ncbi.nlm.nih.gov/pubmed/10459902	stern m
http://www.ncbi.nlm.nih.gov/pubmed/10459902	Wellcome Trust
http://www.ncbi.nlm.nih.gov/pubmed/10492286	campbell pw
http://www.ncbi.nlm.nih.gov/pubmed/10492286	Columbia Univ
http://www.ncbi.nlm.nih.gov/pubmed/10492286	"Columbia Univ, Dept Pediat, New York, NY 10032 USA"
http://www.ncbi.nlm.nih.gov/pubmed/10492286	Columbia University
http://www.ncbi.nlm.nih.gov/pubmed/10492286	saiman l
http://www.ncbi.nlm.nih.gov/pubmed/10497371	butler sm
http://www.ncbi.nlm.nih.gov/pubmed/10497371	colin aa
http://www.ncbi.nlm.nih.gov/pubmed/10497371	"Departments of Pediatrics and Physiology, University of Arizona, Tucson, Arizona 85724, USA."
http://www.ncbi.nlm.nih.gov/pubmed/10497371	fitzsimmons sc
http://www.ncbi.nlm.nih.gov/pubmed/10497371	geller de
http://www.ncbi.nlm.nih.gov/pubmed/10497371	johnson ca
http://www.ncbi.nlm.nih.gov/pubmed/10497371	kaplowitz h
http://www.ncbi.nlm.nih.gov/pubmed/10497371	konstan mw
http://www.ncbi.nlm.nih.gov/pubmed/10497371	light mj
http://www.ncbi.nlm.nih.gov/pubmed/10497371	morgan wj
http://www.ncbi.nlm.nih.gov/pubmed/10497371	rabin hr
http://www.ncbi.nlm.nih.gov/pubmed/10497371	regelmann we
http://www.ncbi.nlm.nih.gov/pubmed/10497371	schidlow dv
http://www.ncbi.nlm.nih.gov/pubmed/10497371	stokes dc
http://www.ncbi.nlm.nih.gov/pubmed/10497371	stryker s
http://www.ncbi.nlm.nih.gov/pubmed/10497371	wohl meb
http://www.ncbi.nlm.nih.gov/pubmed/10497371	wyatt mm
http://www.ncbi.nlm.nih.gov/pubmed/10497374	All Childrens Hosp
http://www.ncbi.nlm.nih.gov/pubmed/10497374	"All Childrens Hosp, Div Pulmonol, Dept Pulmonol, St Petersburg, FL 33701 USA"
http://www.ncbi.nlm.nih.gov/pubmed/10497374	Childrens Hosp Pittsburgh
http://www.ncbi.nlm.nih.gov/pubmed/10497374	"Childrens Hosp Pittsburgh, Div Pulm, Pittsburgh, PA 15213 USA"
http://www.ncbi.nlm.nih.gov/pubmed/10497374	gondor m
http://www.ncbi.nlm.nih.gov/pubmed/10497374	mutich r
http://www.ncbi.nlm.nih.gov/pubmed/10497374	nixon pa
http://www.ncbi.nlm.nih.gov/pubmed/10497374	orenstein dm
http://www.ncbi.nlm.nih.gov/pubmed/10497374	Pennsylvania Commonwealth System of Higher Education (PCSHE)
http://www.ncbi.nlm.nih.gov/pubmed/10497374	rebovich p
http://www.ncbi.nlm.nih.gov/pubmed/10497374	Univ Pittsburgh
http://www.ncbi.nlm.nih.gov/pubmed/10497374	"Univ Pittsburgh, Sch Med, Dept Pediat, Pittsburgh, PA 15261 USA"
http://www.ncbi.nlm.nih.gov/pubmed/10497374	University of Pittsburgh
http://www.ncbi.nlm.nih.gov/pubmed/10516113	dong jy
http://www.ncbi.nlm.nih.gov/pubmed/10516113	fischer h
http://www.ncbi.nlm.nih.gov/pubmed/10516113	illek b
http://www.ncbi.nlm.nih.gov/pubmed/10516113	lewis nc
http://www.ncbi.nlm.nih.gov/pubmed/10516113	moss rb
http://www.ncbi.nlm.nih.gov/pubmed/10516113	NCRR NIH HHS
http://www.ncbi.nlm.nih.gov/pubmed/10516113	NHLBI NIH HHS
http://www.ncbi.nlm.nih.gov/pubmed/10516113	"Research Institute and Pulmonary Center, Children's Hospital Oakland, Oakland 94609, California, USa."
http://www.ncbi.nlm.nih.gov/pubmed/10516113	zhang l
http://www.ncbi.nlm.nih.gov/pubmed/10529027	AHRQ HHS
http://www.ncbi.nlm.nih.gov/pubmed/10529027	Indiana Univ
http://www.ncbi.nlm.nih.gov/pubmed/10529027	"Indiana Univ, Sch Med, Indianapolis, IN USA"
http://www.ncbi.nlm.nih.gov/pubmed/10529027	Indiana University
http://www.ncbi.nlm.nih.gov/pubmed/10529027	Indiana University System
http://www.ncbi.nlm.nih.gov/pubmed/10529027	NIA NIH HHS
http://www.ncbi.nlm.nih.gov/pubmed/10529027	Regenstrief Inst Hlth Care
http://www.ncbi.nlm.nih.gov/pubmed/10529027	"Regenstrief Inst Hlth Care, Indianapolis, IN USA"
http://www.ncbi.nlm.nih.gov/pubmed/10529027	Regenstrief Institute Inc
http://www.ncbi.nlm.nih.gov/pubmed/10529027	Richard L Roudebush Vet Adm Med Ctr
http://www.ncbi.nlm.nih.gov/pubmed/10529027	"Richard L Roudebush Vet Adm Med Ctr, Indianapolis, IN 46202 USA"
http://www.ncbi.nlm.nih.gov/pubmed/10529027	Saint Louis University
http://www.ncbi.nlm.nih.gov/pubmed/10529027	St Louis Univ
http://www.ncbi.nlm.nih.gov/pubmed/10529027	"St Louis Univ, Sch Med, St Louis, MO USA"
http://www.ncbi.nlm.nih.gov/pubmed/10529027	"St Louis Univ, Sch Publ Hlth, St Louis, MO 63108 USA"
http://www.ncbi.nlm.nih.gov/pubmed/10529027	tierney wm
http://www.ncbi.nlm.nih.gov/pubmed/10529027	wolinsky fd
http://www.ncbi.nlm.nih.gov/pubmed/10529027	wyrwich kw
http://www.ncbi.nlm.nih.gov/pubmed/10530458	Gesell Biotechnol Forsch GmbH
http://www.ncbi.nlm.nih.gov/pubmed/10530458	"Gesell Biotechnol Forsch GmbH, Abt Mikrobiol, D-3300 Braunschweig, Germany"
http://www.ncbi.nlm.nih.gov/pubmed/10530458	Hannover Medical School
http://www.ncbi.nlm.nih.gov/pubmed/10530458	haussler s
http://www.ncbi.nlm.nih.gov/pubmed/10530458	Med Hsch Hannover
http://www.ncbi.nlm.nih.gov/pubmed/10530458	"Med Hsch Hannover, Inst Med Mikrobiol, D-30625 Hannover, Germany"
http://www.ncbi.nlm.nih.gov/pubmed/10530458	"Med Hsch Hannover, Klin Forschergrp, Abt Padiat Pneumol, D-30625 Hannover, Germany"
http://www.ncbi.nlm.nih.gov/pubmed/10530458	rohde m
http://www.ncbi.nlm.nih.gov/pubmed/10530458	steinmetz i
http://www.ncbi.nlm.nih.gov/pubmed/10530458	tummler b
http://www.ncbi.nlm.nih.gov/pubmed/10530458	weissbrodt h
http://www.ncbi.nlm.nih.gov/pubmed/10582875	burns jl
http://www.ncbi.nlm.nih.gov/pubmed/10582875	Childrens Hosp & Med Ctr
http://www.ncbi.nlm.nih.gov/pubmed/10582875	"Childrens Hosp & Med Ctr, Seattle, WA 98105 USA"
http://www.ncbi.nlm.nih.gov/pubmed/10582875	clausen cr
http://www.ncbi.nlm.nih.gov/pubmed/10582875	garber rl
http://www.ncbi.nlm.nih.gov/pubmed/10582875	macleod dl
http://www.ncbi.nlm.nih.gov/pubmed/10582875	PathoGenesis Corp
http://www.ncbi.nlm.nih.gov/pubmed/10582875	"PathoGenesis Corp, Seattle, WA 98119 USA"
http://www.ncbi.nlm.nih.gov/pubmed/10582875	shawar rm
http://www.ncbi.nlm.nih.gov/pubmed/10582875	stapp jr
http://www.ncbi.nlm.nih.gov/pubmed/10582875	tanaka sk
http://www.ncbi.nlm.nih.gov/pubmed/10582875	Univ Washington
http://www.ncbi.nlm.nih.gov/pubmed/10582875	"Univ Washington, Dept Pediat, Div Infect Dis, Seattle, WA 98195 USA"
http://www.ncbi.nlm.nih.gov/pubmed/10582875	University of Washington
http://www.ncbi.nlm.nih.gov/pubmed/10582875	University of Washington Seattle
http://www.ncbi.nlm.nih.gov/pubmed/10596705	bargon j
http://www.ncbi.nlm.nih.gov/pubmed/10596705	behr j
http://www.ncbi.nlm.nih.gov/pubmed/10596705	buhl r
http://www.ncbi.nlm.nih.gov/pubmed/10596705	dauletbaev n
http://www.ncbi.nlm.nih.gov/pubmed/10596705	Frankfurt Univ Hosp
http://www.ncbi.nlm.nih.gov/pubmed/10596705	"Frankfurt Univ Hosp, Dept Internal Med, Div Pulm Med, D-60590 Frankfurt, Germany"
http://www.ncbi.nlm.nih.gov/pubmed/10596705	Goethe University Frankfurt
http://www.ncbi.nlm.nih.gov/pubmed/10596705	Goethe University Frankfurt Hospital
http://www.ncbi.nlm.nih.gov/pubmed/10596705	loitsch s
http://www.ncbi.nlm.nih.gov/pubmed/10596705	Univ Hosp
http://www.ncbi.nlm.nih.gov/pubmed/10596705	"Univ Hosp, Mainz, Germany"
http://www.ncbi.nlm.nih.gov/pubmed/10596705	"Univ Hosp, Munich, Germany"
http://www.ncbi.nlm.nih.gov/pubmed/10596705	University of Munich
http://www.ncbi.nlm.nih.gov/pubmed/10596705	viel k
http://www.ncbi.nlm.nih.gov/pubmed/10596705	wagner tof
http://www.ncbi.nlm.nih.gov/pubmed/10657824	cleghorn gj
http://www.ncbi.nlm.nih.gov/pubmed/10657824	greer rg
http://www.ncbi.nlm.nih.gov/pubmed/10657824	mcnaughton sa
http://www.ncbi.nlm.nih.gov/pubmed/10657824	Queensland Univ Technol
http://www.ncbi.nlm.nih.gov/pubmed/10657824	"Queensland Univ Technol, Ctr Med & Hlth Phys, Brisbane, Qld, Australia"
http://www.ncbi.nlm.nih.gov/pubmed/10657824	Queensland University of Technology
http://www.ncbi.nlm.nih.gov/pubmed/10657824	Royal Children's Hospital Brisbane
http://www.ncbi.nlm.nih.gov/pubmed/10657824	shepherd rw
http://www.ncbi.nlm.nih.gov/pubmed/10657824	thomas bj
http://www.ncbi.nlm.nih.gov/pubmed/10657824	Univ Queensland
http://www.ncbi.nlm.nih.gov/pubmed/10657824	"Univ Queensland, Royal Childrens Hosp, Dept Pediat & Child Hlth, Herston, Qld 4029, Australia"
http://www.ncbi.nlm.nih.gov/pubmed/10657824	University of Queensland
http://www.ncbi.nlm.nih.gov/pubmed/10727589	allen db
http://www.ncbi.nlm.nih.gov/pubmed/10727589	campbell pw
http://www.ncbi.nlm.nih.gov/pubmed/10727589	Cyst Fibrosis Fdn
http://www.ncbi.nlm.nih.gov/pubmed/10727589	"Cyst Fibrosis Fdn, Bethesda, MD USA"
http://www.ncbi.nlm.nih.gov/pubmed/10727589	farrell pm
http://www.ncbi.nlm.nih.gov/pubmed/10727589	fitzsimmons sc
http://www.ncbi.nlm.nih.gov/pubmed/10727589	Johns Hopkins Univ
http://www.ncbi.nlm.nih.gov/pubmed/10727589	"Johns Hopkins Univ, Sch Med, Eudowood Div Pediat Resp Sci, Baltimore, MD USA"
http://www.ncbi.nlm.nih.gov/pubmed/10727589	Johns Hopkins University
http://www.ncbi.nlm.nih.gov/pubmed/10727589	kosorok mr
http://www.ncbi.nlm.nih.gov/pubmed/10727589	lai hc
http://www.ncbi.nlm.nih.gov/pubmed/10727589	NIDDK NIH HHS
